HoldingDate,ClientID,FundID,SecurityID,UnitsHeld,MarketValue
2023-10-08,5738,3868,1821,9349,4500455.83
2023-10-21,6458,6409,1328,26256,4500455.83
2022-09-02,4220,2297,2749,15771,4500455.83
2022-04-17,2468,1842,1111,5130,4500455.83
2022-01-05,3045,4361,919,13514,4500455.83
2022-07-13,5415,5663,1860,48711,4500455.83
2024-12-07,3219,6445,1360,29310,4500455.83
2023-11-01,5228,757,4846,48618,4500455.83
2023-08-13,4056,498,2354,42109,4500455.83
2024-06-17,5083,5545,5305,16765,4500455.83
2023-02-17,5925,5698,4776,24429,4500455.83
2022-02-17,5697,631,2454,35225,4500455.83
2023-06-04,1381,3066,5280,31413,4500455.83
2023-11-20,6832,1643,3778,39657,4500455.83
2024-02-06,5524,2016,1981,49268,4500455.83
2023-08-19,813,3264,2729,26217,4500455.83
2024-12-23,410,4601,3483,42814,4500455.83
2023-04-21,387,6332,5163,36568,4500455.83
2022-03-31,1100,4408,3474,32857,4500455.83
2023-09-13,5281,1351,5405,32690,4500455.83
2022-12-07,3224,5006,2959,1595,4500455.83
2023-03-07,2900,5308,725,1315,4500455.83
2022-11-14,1843,5032,5827,40540,4500455.83
2024-01-08,5014,5908,4812,4369,4500455.83
2023-12-07,6074,3973,5763,1398,4500455.83
2023-09-10,1487,1490,4645,7898,4500455.83
2024-05-21,2836,2632,5907,42536,4500455.83
2023-10-18,4247,4786,3879,42277,4500455.83
2023-11-06,1723,1223,2219,21117,4500455.83
2023-11-20,5463,2136,4884,20001,4500455.83
2022-08-30,243,1366,3968,30716,4500455.83
2023-08-11,1586,916,849,30944,4500455.83
2024-04-01,1824,5268,3057,32857,4500455.83
2023-06-19,4982,3462,2790,31543,4500455.83
2022-01-14,3899,128,5912,33573,4500455.83
2024-10-26,5866,136,4540,16340,4500455.83
2022-10-31,2782,4352,1281,8313,4500455.83
2023-11-09,3923,2681,2108,16427,4500455.83
2022-09-02,6073,6179,3888,24835,4500455.83
2023-06-27,5098,298,4938,9561,4500455.83
2023-11-29,6647,3804,2900,39334,4500455.83
2024-11-06,1516,4884,504,21402,4500455.83
2024-10-03,4790,3165,3171,12417,4500455.83
2022-09-26,5076,4995,1031,11392,4500455.83
2024-09-07,3588,128,3504,1152,4500455.83
2022-06-24,4500,325,1055,40493,4500455.83
2023-04-14,2121,3596,3260,46191,4500455.83
2023-06-02,4908,1265,3276,39844,4500455.83
2022-01-10,1818,2487,1084,25205,4500455.83
2023-07-24,531,817,331,26256,4500455.83
2023-07-06,511,3570,1593,48109,4500455.83
2023-06-10,1267,2256,2278,14512,4500455.83
2023-10-25,6363,6451,5599,34135,4500455.83
2023-10-17,935,460,5362,16618,4500455.83
2022-10-24,6931,4941,92,13824,4500455.83
2023-10-02,6752,3064,4935,28132,4500455.83
2022-12-09,970,6060,2935,9193,4500455.83
2022-08-29,5668,4327,1312,30064,4500455.83
2023-07-17,1624,5021,3655,10954,4500455.83
2022-04-20,4261,1831,1507,35565,4500455.83
2024-10-16,2212,4624,5629,4850,4500455.83
2023-01-16,2805,2053,5937,9713,4500455.83
2024-06-04,617,1658,5928,17340,4500455.83
2023-06-02,6505,4267,1780,44637,4500455.83
2023-09-16,4915,2541,1098,48134,4500455.83
2024-03-06,1368,1081,4149,3103,4500455.83
2023-06-13,910,3169,643,5584,4500455.83
2024-01-31,5926,788,2562,23060,4500455.83
2024-05-28,2255,742,5302,43078,4500455.83
2023-04-24,53,6052,4198,22029,4500455.83
2022-01-10,6124,5984,2606,20016,4500455.83
2023-07-25,5327,1712,735,14958,4500455.83
2022-05-14,2838,5810,19,6477,4500455.83
2024-05-22,5636,514,915,692,4500455.83
2023-10-23,244,2188,4757,17694,4500455.83
2023-02-27,1593,423,2548,24009,4500455.83
2023-07-02,5402,2613,4735,41380,4500455.83
2022-11-24,5,6156,5712,27172,4500455.83
2022-01-14,6207,4770,439,17787,4500455.83
2022-02-18,5561,3689,1565,3656,4500455.83
2023-08-19,3724,4258,2337,46686,4500455.83
2023-07-26,692,5900,4555,34036,4500455.83
2022-12-10,514,6135,4362,48883,4500455.83
2023-04-06,3494,17,1429,15942,4500455.83
2023-11-04,4921,4126,145,36217,4500455.83
2023-11-05,6183,5206,5311,36961,4500455.83
2024-02-01,5278,5541,3518,41794,4500455.83
2024-03-10,1052,855,4938,21154,4500455.83
2024-05-19,5803,2256,2909,3817,4500455.83
2024-08-30,4165,5867,1674,153,4500455.83
2023-09-30,6569,2330,5934,11255,4500455.83
2024-01-23,6299,3504,5447,43144,4500455.83
2023-12-12,5320,1647,3070,7161,4500455.83
2023-04-22,1697,3368,523,43155,4500455.83
2024-05-21,6030,1695,5050,44034,4500455.83
2022-05-22,6956,814,5115,38188,4500455.83
2024-10-10,1898,5058,38,23645,4500455.83
2023-05-23,2835,5699,3118,2379,4500455.83
2022-01-07,2268,5756,637,38002,4500455.83
2024-04-28,5101,1957,4896,24950,4500455.83
2022-01-22,5486,1782,3801,40388,4500455.83
2024-08-07,4580,356,4210,10639,4500455.83
2024-08-25,4702,2961,5059,14186,4500455.83
2022-02-10,2803,5100,3209,165,4500455.83
2024-06-22,6245,4072,4356,17618,4500455.83
2024-04-28,3404,3819,3122,22248,4500455.83
2024-12-04,5447,2685,5102,22043,4500455.83
2024-06-03,6369,3550,3145,44661,4500455.83
2022-05-14,991,3140,2063,21835,4500455.83
2023-03-11,2677,4306,3434,12828,4500455.83
2022-08-24,1945,5928,1467,26199,4500455.83
2024-09-16,4312,667,3029,11316,4500455.83
2024-03-01,444,4575,20,8342,4500455.83
2022-03-01,4256,1017,747,48221,4500455.83
2022-10-24,5399,4584,4804,42738,4500455.83
2024-11-03,1502,2188,2924,3612,4500455.83
2024-03-05,2980,6303,996,7723,4500455.83
2022-05-20,1193,3228,909,44208,4500455.83
2024-08-20,5363,3696,2813,5343,4500455.83
2024-12-24,2191,3172,3468,41127,4500455.83
2023-09-27,2099,282,4248,45130,4500455.83
2023-10-20,6682,4337,3612,30996,4500455.83
2023-01-18,1140,525,1799,45330,4500455.83
2022-05-30,4287,5586,4144,11066,4500455.83
2024-02-21,6919,1515,4200,6823,4500455.83
2022-02-10,4446,4393,4111,39706,4500455.83
2023-01-06,5243,3360,17,19684,4500455.83
2023-04-08,6809,1509,1715,26423,4500455.83
2024-04-18,6935,4728,1353,3764,4500455.83
2022-12-18,2075,4718,1510,3481,4500455.83
2022-05-03,2469,3427,3496,35543,4500455.83
2022-12-06,3063,1616,3907,14426,4500455.83
2023-07-08,1565,6450,4770,19380,4500455.83
2023-07-05,4863,2051,626,12288,4500455.83
2022-03-07,6993,510,5998,24158,4500455.83
2024-12-23,1841,5358,4300,38761,4500455.83
2024-09-01,2628,5051,4251,27477,4500455.83
2022-09-16,493,2655,4694,16242,4500455.83
2023-10-11,3171,5392,3142,20374,4500455.83
2023-07-09,1042,322,4829,8959,4500455.83
2023-03-23,4648,2134,2540,32272,4500455.83
2023-09-13,49,5646,2478,49563,4500455.83
2024-09-29,5573,3576,2093,3948,4500455.83
2024-06-24,1057,5189,3496,21283,4500455.83
2022-12-23,2567,1179,1924,11654,4500455.83
2024-06-09,2475,5935,3840,17842,4500455.83
2022-02-01,6835,464,4032,37899,4500455.83
2024-12-27,6461,5956,1970,46705,4500455.83
2023-10-09,2796,5207,1589,14464,4500455.83
2024-04-07,2039,4078,403,33780,4500455.83
2023-02-17,2860,3146,4331,17343,4500455.83
2024-12-23,3290,6367,3091,34472,4500455.83
2024-05-23,1281,5147,4448,19533,4500455.83
2022-06-23,4203,4200,3366,30237,4500455.83
2022-04-02,4493,3891,4476,33336,4500455.83
2022-07-31,906,955,5491,14436,4500455.83
2023-03-22,4247,59,360,34576,4500455.83
2024-10-14,5708,4175,3989,37525,4500455.83
2022-01-30,3835,2200,4082,13342,4500455.83
2022-10-14,5935,5219,2085,4272,4500455.83
2023-11-12,4367,141,1367,10339,4500455.83
2023-06-18,1548,5006,697,16150,4500455.83
2022-01-09,5912,3654,2863,45798,4500455.83
2022-06-08,4209,966,2257,732,4500455.83
2022-05-24,6048,96,5919,40873,4500455.83
2024-03-13,6755,213,5611,634,4500455.83
2024-07-06,4336,3861,2563,35666,4500455.83
2024-01-20,1744,5278,4067,34768,4500455.83
2022-04-28,4726,3126,1929,11215,4500455.83
2024-09-17,6838,4822,5551,15833,4500455.83
2022-05-21,2768,3259,1403,28530,4500455.83
2024-01-02,911,4802,3404,30513,4500455.83
2023-05-12,1879,4065,4745,25301,4500455.83
2022-06-28,6499,2817,5039,17582,4500455.83
2024-07-23,1671,6232,2207,35055,4500455.83
2022-03-12,2440,1204,853,44894,4500455.83
2023-05-21,1790,277,4392,31945,4500455.83
2023-12-30,3188,1212,2151,13583,4500455.83
2024-10-14,6341,5992,4401,17457,4500455.83
2022-03-06,2013,2684,2868,11366,4500455.83
2024-12-09,5148,74,1781,49744,4500455.83
2023-03-06,1950,140,995,47200,4500455.83
2022-10-18,6373,471,3670,43276,4500455.83
2024-04-10,4762,2164,2054,14747,4500455.83
2024-05-15,4493,1996,4367,36280,4500455.83
2023-04-11,169,4048,4124,9872,4500455.83
2022-01-31,2285,439,3776,21709,4500455.83
2022-03-01,3217,6403,650,3186,4500455.83
2024-02-23,6446,2626,4063,842,4500455.83
2024-10-17,3885,2694,5908,32698,4500455.83
2022-10-20,3042,4862,1661,28206,4500455.83
2024-11-14,4061,1430,2222,48982,4500455.83
2022-01-28,2365,495,4044,47770,4500455.83
2022-10-04,3573,5955,3739,28970,4500455.83
2024-10-20,4202,2121,5553,43820,4500455.83
2024-10-07,2055,6421,3590,19072,4500455.83
2024-12-12,3406,5541,4080,7317,4500455.83
2023-08-08,1956,161,5619,24278,4500455.83
2022-05-24,1936,3841,3557,21897,4500455.83
2022-01-14,271,634,3606,12227,4500455.83
2024-09-08,424,2369,4470,2970,4500455.83
2024-05-23,878,2375,3005,42960,4500455.83
2023-05-25,3108,4005,1312,46796,4500455.83
2024-05-20,6241,3391,1613,32067,4500455.83
2022-01-30,6317,3636,1076,20097,4500455.83
2024-12-04,3258,5609,5069,36053,4500455.83
2024-07-31,5547,3020,5429,38083,4500455.83
2023-12-22,4550,1184,2414,888,4500455.83
2023-12-18,5633,436,5022,11863,4500455.83
2023-07-27,983,2589,2205,9568,4500455.83
2023-03-16,192,4910,1340,3570,4500455.83
2024-03-10,5795,5934,2079,40277,4500455.83
2022-02-26,5927,1491,5023,21599,4500455.83
2024-07-10,1926,3009,5278,17672,4500455.83
2022-03-11,1546,4025,3662,34270,4500455.83
2024-06-22,6085,4636,1687,16696,4500455.83
2022-12-15,12,402,4580,28196,4500455.83
2023-10-22,5152,3310,2529,22027,4500455.83
2023-02-01,6967,1727,3612,3069,4500455.83
2023-01-08,2629,6034,5369,28021,4500455.83
2022-05-16,1410,4637,3240,39778,4500455.83
2023-02-06,3113,5907,2336,4057,4500455.83
2023-02-14,6113,6131,3309,43773,4500455.83
2022-10-16,1322,671,4073,2523,4500455.83
2024-08-29,2438,863,3576,44449,4500455.83
2024-12-25,1178,492,5978,43465,4500455.83
2022-05-24,3546,2134,3780,36528,4500455.83
2023-09-11,6873,5277,654,37920,4500455.83
2022-10-26,6935,6420,5061,25172,4500455.83
2024-01-11,4518,2498,1226,18549,4500455.83
2023-04-10,4369,6212,1658,33398,4500455.83
2024-12-03,6842,4782,1800,34320,4500455.83
2023-10-10,6067,275,1741,25051,4500455.83
2024-04-21,5200,2695,5581,12822,4500455.83
2024-12-29,4269,1706,4386,48230,4500455.83
2023-01-19,1390,3472,4662,31134,4500455.83
2022-05-04,859,299,4916,4443,4500455.83
2022-08-03,217,4203,5349,39363,4500455.83
2024-08-20,5728,1236,2533,12354,4500455.83
2024-08-31,5273,5038,1676,1618,4500455.83
2022-07-24,1768,3833,3127,47864,4500455.83
2023-06-16,1811,1412,4142,10444,4500455.83
2022-12-21,5614,2319,598,38349,4500455.83
2024-10-08,3004,555,4892,37244,4500455.83
2023-07-15,214,3358,2681,9500,4500455.83
2024-10-07,5715,807,2059,35747,4500455.83
2023-10-17,4747,107,695,10339,4500455.83
2022-09-18,6998,4110,4773,40746,4500455.83
2023-03-01,4820,3782,2327,22273,4500455.83
2022-02-18,6575,2646,1892,3459,4500455.83
2022-08-26,2384,4882,3019,40255,4500455.83
2022-12-23,1517,5119,3367,44413,4500455.83
2022-07-22,4011,3374,215,29469,4500455.83
2022-11-20,1867,5455,2637,28059,4500455.83
2022-10-06,623,5141,2617,40270,4500455.83
2022-01-26,4742,1764,4430,22771,4500455.83
2024-03-26,2409,1356,2932,35479,4500455.83
2023-12-01,6205,4285,1297,25536,4500455.83
2024-02-04,2499,5323,5647,3269,4500455.83
2023-02-04,3646,2911,5497,15772,4500455.83
2023-12-28,4086,2113,2119,44136,4500455.83
2024-08-04,2835,2457,294,7005,4500455.83
2023-11-22,1275,2547,3825,24876,4500455.83
2024-06-03,4458,5849,5982,1924,4500455.83
2023-09-17,458,1824,3996,26326,4500455.83
2022-09-24,3360,2480,835,25550,4500455.83
2024-07-30,4639,6251,5860,43524,4500455.83
2023-07-24,1222,3545,2638,45774,4500455.83
2022-11-18,2798,2002,867,32730,4500455.83
2022-11-09,869,35,150,8843,4500455.83
2022-03-20,109,1626,1686,16606,4500455.83
2024-07-29,1187,498,1372,283,4500455.83
2022-09-03,6669,3047,4949,43236,4500455.83
2024-01-19,6823,846,4549,10763,4500455.83
2023-06-18,6476,5384,5553,48828,4500455.83
2022-09-19,3819,4886,3671,44532,4500455.83
2024-10-20,3927,3788,1859,35818,4500455.83
2024-11-11,3898,5166,3203,28118,4500455.83
2022-01-23,3203,4385,5641,15261,4500455.83
2024-12-23,6770,757,905,11355,4500455.83
2022-07-14,6714,3329,395,33045,4500455.83
2022-01-20,6614,2652,4410,13745,4500455.83
2022-09-09,3374,67,3753,28399,4500455.83
2024-01-22,5533,1905,2720,11486,4500455.83
2024-05-30,5723,3152,4243,23078,4500455.83
2023-10-02,4971,1458,2781,16647,4500455.83
2024-07-28,3957,126,598,23464,4500455.83
2022-07-30,6635,4512,5703,47058,4500455.83
2023-06-21,1984,5130,2062,11277,4500455.83
2022-08-29,4363,2433,17,19898,4500455.83
2023-12-23,3425,3527,4839,33748,4500455.83
2023-02-03,2875,4015,4537,41504,4500455.83
2024-02-01,2716,6407,4233,8660,4500455.83
2023-05-04,1618,958,4749,33948,4500455.83
2023-04-30,5335,1716,2000,17542,4500455.83
2023-06-06,3938,1650,3446,18970,4500455.83
2024-08-20,4183,2116,1697,12128,4500455.83
2024-01-13,4003,4228,1221,6257,4500455.83
2023-07-21,6022,3897,855,18662,4500455.83
2023-05-22,6616,5465,2319,33073,4500455.83
2022-12-12,3215,2565,2341,2634,4500455.83
2023-07-14,2162,4407,5392,28729,4500455.83
2022-02-01,3593,441,1840,42087,4500455.83
2023-09-07,5934,4963,1669,43182,4500455.83
2023-11-26,1416,5195,3304,29480,4500455.83
2024-04-17,6817,5196,1040,15832,4500455.83
2022-04-18,4506,247,5809,35804,4500455.83
2022-06-27,4881,4647,1540,29222,4500455.83
2022-05-26,1675,80,1161,46055,4500455.83
2023-10-31,4932,361,4219,49720,4500455.83
2024-10-07,6088,2987,5261,3555,4500455.83
2024-10-01,4184,3783,1092,16107,4500455.83
2022-10-31,5975,6101,4723,4701,4500455.83
2023-11-13,1319,4618,3165,22862,4500455.83
2023-10-02,4091,891,3711,34184,4500455.83
2023-03-07,5611,4434,5215,17905,4500455.83
2022-06-03,851,4125,2228,5467,4500455.83
2024-01-28,322,3328,5453,36530,4500455.83
2023-09-27,4972,4863,1247,38576,4500455.83
2022-04-15,180,6298,5400,23906,4500455.83
2024-02-15,4727,621,2223,20576,4500455.83
2023-09-12,2426,1601,1742,43585,4500455.83
2023-08-23,3569,5030,4540,47903,4500455.83
2022-10-01,6539,495,2602,8082,4500455.83
2022-01-22,2272,3599,419,15329,4500455.83
2022-07-10,211,19,1660,41716,4500455.83
2022-02-19,5888,2076,3783,15570,4500455.83
2023-08-09,473,3425,2386,23604,4500455.83
2024-06-15,4146,5881,2778,4876,4500455.83
2024-06-17,6452,1807,1619,44596,4500455.83
2024-05-25,2750,3918,2045,28729,4500455.83
2024-09-12,4535,5181,1720,49965,4500455.83
2024-08-09,3873,4134,5435,49796,4500455.83
2022-06-04,5685,2336,966,7917,4500455.83
2022-01-15,4621,2766,4700,34927,4500455.83
2023-08-22,697,6441,3252,9723,4500455.83
2022-08-01,1385,2261,1705,18669,4500455.83
2024-05-27,6580,4824,79,3590,4500455.83
2024-03-27,1795,1748,3781,40096,4500455.83
2023-08-19,143,4927,5760,30880,4500455.83
2023-09-16,2782,4494,5336,5174,4500455.83
2023-02-20,484,2178,1910,9835,4500455.83
2023-10-30,4811,2059,1162,41828,4500455.83
2022-12-27,6762,20,3682,618,4500455.83
2022-03-17,491,3628,5542,18373,4500455.83
2022-08-06,6812,2065,1866,41866,4500455.83
2024-03-14,5159,2293,3121,18704,4500455.83
2022-07-09,1660,6028,3281,19919,4500455.83
2022-12-02,670,5844,1906,16517,4500455.83
2022-08-12,1968,4291,2626,8129,4500455.83
2023-09-28,6838,3204,2606,42827,4500455.83
2023-02-02,1730,6360,5693,34355,4500455.83
2022-10-08,3952,4790,1142,41868,4500455.83
2023-12-06,590,2277,5209,9835,4500455.83
2023-03-03,4928,667,800,15383,4500455.83
2022-12-19,766,2672,5023,44118,4500455.83
2023-12-27,2807,4831,1924,32566,4500455.83
2023-05-10,4407,253,4848,41293,4500455.83
2023-07-10,3551,714,1670,37607,4500455.83
2022-03-04,444,1348,2865,44767,4500455.83
2024-09-24,970,972,495,5959,4500455.83
2023-04-16,1128,6223,4858,14142,4500455.83
2024-11-12,2461,2522,1377,26539,4500455.83
2022-07-17,6698,2722,5026,37725,4500455.83
2022-10-03,6006,4993,644,11635,4500455.83
2023-10-04,1841,5179,2648,35268,4500455.83
2023-04-13,1997,5556,3023,8693,4500455.83
2022-12-09,6928,1325,2420,32677,4500455.83
2022-05-10,6766,1865,3617,26867,4500455.83
2024-08-19,5599,3951,1236,21581,4500455.83
2022-03-15,3430,5375,5967,17141,4500455.83
2024-07-12,6817,1330,3688,11098,4500455.83
2024-11-04,1393,3362,4500,45209,4500455.83
2023-08-17,6411,4150,2741,28989,4500455.83
2023-05-02,6579,1206,2831,43531,4500455.83
2024-03-30,6138,6452,3526,36984,4500455.83
2023-04-05,4926,3486,3488,49158,4500455.83
2022-01-31,3802,4996,3257,5200,4500455.83
2022-03-14,5188,1077,5584,7119,4500455.83
2023-07-12,6690,3224,5619,33252,4500455.83
2023-08-26,1574,3378,3768,40445,4500455.83
2023-06-12,1914,1453,3145,27221,4500455.83
2023-12-22,2159,5949,2257,17986,4500455.83
2024-01-06,4222,6234,166,7395,4500455.83
2023-02-13,6075,2038,5804,11431,4500455.83
2024-08-20,6117,5870,2104,30976,4500455.83
2023-05-01,5064,1523,4476,42101,4500455.83
2023-05-30,1835,1069,3049,20007,4500455.83
2023-06-29,2866,3534,4472,42731,4500455.83
2024-05-02,1182,1010,3825,18049,4500455.83
2023-11-24,2324,5107,405,19178,4500455.83
2023-04-10,2512,1058,1160,43989,4500455.83
2023-04-27,15,2187,3003,26034,4500455.83
2024-03-02,900,4013,759,49770,4500455.83
2022-11-01,2788,4145,2064,26592,4500455.83
2024-07-31,3748,2995,5863,26863,4500455.83
2024-02-20,4002,3399,2269,8447,4500455.83
2022-06-21,1491,1123,5793,35735,4500455.83
2023-08-28,3432,6263,2791,47102,4500455.83
2022-10-10,6894,2280,4502,6790,4500455.83
2022-03-16,5936,4030,729,33670,4500455.83
2022-08-24,6549,3110,4255,604,4500455.83
2023-04-07,3370,4969,222,18417,4500455.83
2022-10-23,2357,2865,1364,28593,4500455.83
2024-05-06,6135,5249,2018,46683,4500455.83
2022-05-15,1049,1842,3524,37462,4500455.83
2022-07-26,3409,1135,2276,34817,4500455.83
2023-07-05,6994,628,3111,43492,4500455.83
2023-02-16,6008,1933,3973,4861,4500455.83
2023-05-27,4072,4118,352,30542,4500455.83
2024-04-18,2923,825,4524,40437,4500455.83
2024-03-27,2331,4437,1876,27055,4500455.83
2023-11-28,3972,4905,4150,37277,4500455.83
2022-05-23,5436,4946,1070,33126,4500455.83
2023-09-29,4351,1897,2532,39146,4500455.83
2024-06-26,4883,4297,2902,37092,4500455.83
2024-04-07,3217,6111,4644,42452,4500455.83
2023-03-03,6717,5604,3418,2969,4500455.83
2024-03-12,3811,3077,4164,11290,4500455.83
2023-02-16,4625,3670,5780,14934,4500455.83
2024-02-12,1748,1849,1433,25002,4500455.83
2024-11-05,1861,2138,1531,48255,4500455.83
2022-10-21,1634,5558,3871,14661,4500455.83
2022-08-22,1016,2217,1193,44512,4500455.83
2023-09-03,551,5595,5809,12143,4500455.83
2023-03-06,4423,5922,4244,15881,4500455.83
2023-11-15,1225,725,3876,22217,4500455.83
2024-07-28,5134,5324,1393,11629,4500455.83
2023-09-24,5264,3511,5017,42568,4500455.83
2022-07-24,748,3298,5468,10712,4500455.83
2022-09-04,920,4641,1761,25104,4500455.83
2024-10-22,5064,298,3197,17250,4500455.83
2024-04-10,3055,343,5919,47808,4500455.83
2023-08-16,4890,1928,1161,12034,4500455.83
2023-11-07,2705,3667,757,17226,4500455.83
2023-11-09,3756,3450,3596,27394,4500455.83
2024-01-24,5931,6115,3487,29778,4500455.83
2023-02-06,5612,3573,2835,46142,4500455.83
2022-09-21,313,762,4545,26098,4500455.83
2023-06-24,3690,895,559,43440,4500455.83
2024-06-18,1283,4254,4812,17638,4500455.83
2024-07-22,5319,3693,4268,15506,4500455.83
2024-08-17,6981,3924,269,2239,4500455.83
2024-01-21,916,3420,899,41126,4500455.83
2024-05-26,4966,3146,5455,14976,4500455.83
2023-02-23,5288,6425,1094,285,4500455.83
2024-11-26,901,1294,3195,27818,4500455.83
2024-08-28,1689,1345,4936,2418,4500455.83
2023-09-28,3977,5534,1225,49692,4500455.83
2024-10-04,3064,525,5989,40305,4500455.83
2024-03-13,1422,2393,1081,14950,4500455.83
2023-11-23,2827,152,3705,11600,4500455.83
2024-07-02,4754,6470,3506,35102,4500455.83
2022-10-03,4974,2633,5970,43484,4500455.83
2023-09-15,4309,550,4819,17721,4500455.83
2023-11-30,2424,3892,3472,31455,4500455.83
2022-09-26,1926,3398,3447,17494,4500455.83
2024-07-05,3587,3071,71,28386,4500455.83
2024-05-05,586,2157,2891,34345,4500455.83
2023-04-24,701,1059,3712,6275,4500455.83
2024-10-09,6857,6172,4584,25135,4500455.83
2022-07-02,5673,5765,2757,34512,4500455.83
2022-10-25,5886,5418,3456,442,4500455.83
2024-09-19,2002,724,3567,25274,4500455.83
2024-07-28,3234,3536,5773,8668,4500455.83
2023-08-11,626,3860,4512,25305,4500455.83
2022-03-15,2638,1266,3434,40472,4500455.83
2022-12-12,2499,5398,321,49568,4500455.83
2023-10-29,2917,179,5241,4977,4500455.83
2023-11-08,490,4729,5576,36331,4500455.83
2024-11-29,5966,4300,4113,1204,4500455.83
2024-12-24,3671,1889,5189,28732,4500455.83
2024-08-13,716,630,2444,33211,4500455.83
2024-08-31,6579,377,1257,48609,4500455.83
2024-03-30,2129,3228,4648,23354,4500455.83
2024-05-18,2980,2500,4507,17182,4500455.83
2022-06-30,4327,2479,1362,14513,4500455.83
2023-11-03,6637,1904,4654,16394,4500455.83
2024-01-06,2467,6375,3462,6827,4500455.83
2024-08-25,4543,6390,5481,11079,4500455.83
2024-07-19,2808,3605,615,42351,4500455.83
2022-02-18,3771,304,686,29855,4500455.83
2022-02-01,1396,2508,5970,29489,4500455.83
2023-12-29,4938,1214,4375,33862,4500455.83
2024-07-06,6763,80,3483,12405,4500455.83
2022-03-02,1934,5704,2307,24617,4500455.83
2024-07-05,1625,4172,5001,40561,4500455.83
2024-03-29,3539,6362,1651,7316,4500455.83
2022-03-03,6078,6053,2146,22776,4500455.83
2022-03-24,2217,5609,4058,26608,4500455.83
2024-05-08,828,3401,5228,44978,4500455.83
2023-05-08,1530,5289,5026,28858,4500455.83
2023-04-19,569,5980,271,25255,4500455.83
2023-10-16,350,40,5950,14623,4500455.83
2024-12-22,4455,3784,673,11775,4500455.83
2024-12-24,5900,3330,926,32133,4500455.83
2022-08-07,2489,4274,4624,49119,4500455.83
2023-06-14,6440,5877,1527,29375,4500455.83
2024-11-07,2110,5206,1533,20559,4500455.83
2024-10-10,2573,895,3611,18826,4500455.83
2024-07-25,190,111,1164,37742,4500455.83
2024-05-24,67,1141,4830,44953,4500455.83
2023-08-10,739,4062,5344,23613,4500455.83
2023-08-05,1450,2768,1151,744,4500455.83
2022-06-28,4066,3632,2159,22927,4500455.83
2023-09-15,1729,5528,2584,38814,4500455.83
2022-05-02,3963,603,2972,46859,4500455.83
2023-04-26,4654,2337,2922,43133,4500455.83
2024-09-03,474,5598,1066,19291,4500455.83
2023-09-05,94,6058,1914,38487,4500455.83
2023-01-30,3310,2970,3153,19001,4500455.83
2024-06-02,1860,2510,4851,45183,4500455.83
2023-05-21,1652,6367,2287,13998,4500455.83
2023-05-12,2469,4624,826,26078,4500455.83
2024-06-27,314,4117,3150,48774,4500455.83
2024-01-23,968,955,5697,6882,4500455.83
2022-11-10,4527,5000,961,4088,4500455.83
2024-03-23,4078,3207,3857,21379,4500455.83
2024-04-18,871,3034,5285,27953,4500455.83
2023-02-10,1398,5522,2893,25116,4500455.83
2024-02-11,6501,1746,2804,44034,4500455.83
2024-07-25,1055,513,1680,29757,4500455.83
2023-07-07,1694,4315,3887,34094,4500455.83
2024-07-25,410,3848,4073,41237,4500455.83
2023-10-30,5498,860,214,40393,4500455.83
2023-05-18,5498,2918,821,48390,4500455.83
2022-05-08,5179,4994,725,32990,4500455.83
2023-03-24,510,1302,5948,879,4500455.83
2024-06-13,2000,3348,1458,47564,4500455.83
2023-09-19,3286,718,4835,44418,4500455.83
2024-05-08,4320,2979,4563,34866,4500455.83
2022-01-15,6400,2729,3801,46449,4500455.83
2023-05-27,4462,4058,244,31932,4500455.83
2022-10-13,6251,5400,4366,12288,4500455.83
2024-02-17,781,166,4207,49118,4500455.83
2024-04-02,4505,2255,2870,11416,4500455.83
2024-02-03,2104,245,439,15735,4500455.83
2023-05-13,4024,3564,1702,9371,4500455.83
2024-01-13,5558,2420,1271,10290,4500455.83
2024-06-14,1486,3939,378,826,4500455.83
2024-06-18,193,5112,1779,26950,4500455.83
2024-09-28,3665,721,5905,26589,4500455.83
2022-03-06,1589,4984,53,20402,4500455.83
2024-10-08,4688,4212,1366,30024,4500455.83
2024-02-05,3093,991,90,3780,4500455.83
2024-05-28,359,5826,4863,6611,4500455.83
2024-11-03,3570,6149,3524,32551,4500455.83
2022-04-21,1901,4866,4392,25595,4500455.83
2024-04-06,2587,4610,5547,8323,4500455.83
2024-08-31,2503,4006,3187,26097,4500455.83
2023-09-26,63,3109,3067,38791,4500455.83
2023-09-02,5877,731,872,12089,4500455.83
2023-02-25,1564,5960,2863,4987,4500455.83
2022-08-08,479,3579,905,17628,4500455.83
2024-02-04,5630,6243,1727,33156,4500455.83
2023-02-16,6378,6296,3225,31545,4500455.83
2024-09-15,5985,1048,1509,6004,4500455.83
2022-06-30,6012,6495,4292,31030,4500455.83
2024-03-14,2269,5380,2317,8315,4500455.83
2022-06-03,6572,2088,2708,12430,4500455.83
2022-08-15,6777,5518,529,27873,4500455.83
2022-01-28,4266,1892,900,36279,4500455.83
2024-08-03,6055,5914,86,47933,4500455.83
2022-03-10,3672,1932,480,34042,4500455.83
2024-09-15,4410,1140,3158,37673,4500455.83
2022-08-04,2538,3956,4107,35107,4500455.83
2024-03-03,932,4123,2242,20974,4500455.83
2023-06-12,4083,4742,3929,47133,4500455.83
2023-09-28,1717,1563,2448,47491,4500455.83
