FundID,FundName,AssetClass,FundCurrency,InceptionDate
3130,Fund_1,Real Estate,EUR,2024-07-30
3131,Fund_35,Commodities,USD,2023-10-26
3132,Fund_36,Commodities,EUR,2024-06-11
3133,Fund_38,Real Estate,USD,2023-06-01
3134,Fund_39,Commodities,GBP,2022-07-14
3135,Fund_25,Fixed Income,EUR,2024-03-28
3136,Fund_40,Fixed Income,USD,2023-12-30
3137,Fund_13,Alternatives,JPY,2023-04-21
3138,Fund_4,Fixed Income,USD,2023-03-10
3139,Fund_6,Fixed Income,EUR,2023-02-21
3140,Fund_11,Alternatives,EUR,2023-12-12
3141,Fund_1,Equity,GBP,2022-05-18
3142,Fund_8,Real Estate,JPY,2024-03-19
3143,Fund_34,Fixed Income,USD,2022-05-14
3144,Fund_40,Alternatives,EUR,2024-02-23
3145,Fund_9,Commodities,USD,2024-03-02
3146,Fund_36,Commodities,INR,2024-01-04
3147,Fund_49,Fixed Income,JPY,2023-01-12
3148,Fund_39,Real Estate,JPY,2023-01-30
3149,Fund_42,Alternatives,INR,2023-04-15
3150,Fund_37,Alternatives,JPY,2024-02-10
3151,Fund_42,Alternatives,INR,2022-01-19
3152,Fund_44,Alternatives,USD,2024-03-18
3153,Fund_21,Alternatives,INR,2022-09-04
3154,Fund_20,Real Estate,GBP,2024-12-26
3155,Fund_38,Alternatives,INR,2022-12-08
3156,Fund_1,Real Estate,USD,2022-12-11
3157,Fund_35,Real Estate,JPY,2024-07-12
3158,Fund_28,Real Estate,GBP,2023-01-22
3159,Fund_7,Commodities,INR,2022-12-08
3160,Fund_43,Equity,USD,2022-04-18
3161,Fund_44,Fixed Income,GBP,2023-11-08
3162,Fund_9,Commodities,GBP,2023-09-25
3163,Fund_1,Equity,GBP,2024-09-24
3164,Fund_36,Commodities,INR,2023-08-19
3165,Fund_34,Real Estate,USD,2023-08-08
3166,Fund_34,Real Estate,USD,2023-04-22
3167,Fund_17,Alternatives,USD,2022-12-03
3168,Fund_32,Real Estate,EUR,2022-11-09
3169,Fund_2,Commodities,JPY,2023-09-01
3170,Fund_36,Fixed Income,USD,2024-02-29
3171,Fund_25,Real Estate,EUR,2023-08-17
3172,Fund_43,Equity,EUR,2022-10-27
3173,Fund_26,Commodities,GBP,2023-11-23
3174,Fund_45,Equity,JPY,2023-12-29
3175,Fund_26,Alternatives,GBP,2022-08-24
3176,Fund_21,Alternatives,JPY,2024-08-22
3177,Fund_18,Fixed Income,GBP,2024-06-15
3178,Fund_29,Commodities,INR,2022-07-30
3179,Fund_24,Fixed Income,JPY,2022-10-13
3180,Fund_47,Equity,EUR,2023-02-27
3181,Fund_28,Fixed Income,EUR,2023-05-09
3182,Fund_12,Equity,JPY,2024-10-14
3183,Fund_11,Fixed Income,GBP,2024-04-16
3184,Fund_27,Alternatives,INR,2024-02-06
3185,Fund_23,Commodities,INR,2022-12-11
3186,Fund_33,Fixed Income,USD,2023-06-07
3187,Fund_16,Equity,JPY,2024-03-29
3188,Fund_28,Commodities,INR,2022-11-15
3189,Fund_28,Alternatives,GBP,2024-10-13
3190,Fund_45,Alternatives,GBP,2023-11-26
3191,Fund_38,Real Estate,EUR,2023-08-13
3192,Fund_6,Commodities,INR,2023-09-27
3193,Fund_42,Fixed Income,INR,2022-07-27
3194,Fund_29,Alternatives,GBP,2022-07-05
3195,Fund_34,Fixed Income,EUR,2024-09-03
3196,Fund_3,Fixed Income,INR,2022-01-17
3197,Fund_6,Equity,GBP,2022-09-11
3198,Fund_48,Fixed Income,EUR,2024-08-28
3199,Fund_38,Real Estate,EUR,2023-09-03
3200,Fund_13,Commodities,GBP,2023-03-22
3201,Fund_36,Commodities,EUR,2024-09-22
3202,Fund_15,Equity,EUR,2024-06-02
3203,Fund_6,Real Estate,USD,2024-09-09
3204,Fund_33,Real Estate,EUR,2023-05-21
3205,Fund_41,Commodities,INR,2022-11-24
3206,Fund_12,Real Estate,EUR,2022-12-15
3207,Fund_43,Alternatives,INR,2022-11-03
3208,Fund_13,Fixed Income,GBP,2022-07-18
3209,Fund_33,Fixed Income,EUR,2023-08-30
3210,Fund_28,Commodities,GBP,2023-09-03
3211,Fund_36,Commodities,JPY,2024-07-09
3212,Fund_5,Real Estate,EUR,2022-08-23
3213,Fund_25,Equity,GBP,2024-02-24
3214,Fund_17,Commodities,JPY,2024-04-21
3215,Fund_37,Commodities,INR,2024-11-07
3216,Fund_19,Commodities,INR,2024-08-16
3217,Fund_35,Real Estate,INR,2023-01-16
3218,Fund_43,Alternatives,INR,2024-02-07
3219,Fund_34,Commodities,INR,2022-04-06
3220,Fund_46,Alternatives,USD,2022-01-31
3221,Fund_6,Real Estate,GBP,2022-04-07
3222,Fund_19,Equity,JPY,2023-12-06
3223,Fund_1,Fixed Income,JPY,2024-12-05
3224,Fund_7,Fixed Income,EUR,2022-08-24
3225,Fund_34,Fixed Income,GBP,2022-12-03
3226,Fund_19,Fixed Income,USD,2023-11-05
3227,Fund_33,Real Estate,USD,2022-10-12
3228,Fund_26,Fixed Income,GBP,2022-05-14
3229,Fund_41,Real Estate,INR,2024-02-08
3230,Fund_49,Equity,INR,2023-11-26
3231,Fund_42,Commodities,GBP,2023-06-23
3232,Fund_27,Commodities,JPY,2022-09-17
3233,Fund_38,Commodities,INR,2023-05-18
3234,Fund_26,Real Estate,EUR,2023-08-15
3235,Fund_35,Real Estate,USD,2024-06-14
3236,Fund_20,Real Estate,INR,2024-10-18
3237,Fund_24,Equity,JPY,2022-03-25
3238,Fund_47,Alternatives,INR,2023-02-14
3239,Fund_21,Real Estate,INR,2022-11-24
3240,Fund_26,Real Estate,USD,2022-12-12
3241,Fund_20,Commodities,EUR,2024-07-11
3242,Fund_6,Fixed Income,EUR,2022-04-07
3243,Fund_3,Fixed Income,JPY,2023-09-29
3244,Fund_10,Equity,GBP,2022-07-02
3245,Fund_12,Fixed Income,GBP,2024-03-24
3246,Fund_33,Alternatives,GBP,2024-06-14
3247,Fund_22,Commodities,JPY,2023-10-23
3248,Fund_16,Equity,INR,2024-08-02
3249,Fund_17,Fixed Income,EUR,2024-03-12
3250,Fund_10,Fixed Income,EUR,2023-01-13
3251,Fund_12,Commodities,INR,2023-11-11
3252,Fund_19,Equity,EUR,2022-03-31
3253,Fund_40,Commodities,EUR,2023-05-03
3254,Fund_23,Equity,GBP,2024-03-30
3255,Fund_40,Fixed Income,GBP,2024-05-12
3256,Fund_10,Commodities,USD,2024-01-13
3257,Fund_10,Commodities,USD,2023-03-22
3258,Fund_50,Alternatives,EUR,2024-05-13
3259,Fund_10,Commodities,GBP,2024-11-06
3260,Fund_39,Equity,USD,2023-11-17
3261,Fund_30,Alternatives,USD,2024-10-24
3262,Fund_4,Commodities,GBP,2022-10-08
3263,Fund_1,Commodities,USD,2024-08-26
3264,Fund_43,Alternatives,INR,2023-06-17
3265,Fund_19,Fixed Income,INR,2023-08-28
3266,Fund_5,Commodities,GBP,2023-04-23
3267,Fund_30,Real Estate,GBP,2022-03-30
3268,Fund_26,Fixed Income,USD,2023-09-02
3269,Fund_40,Commodities,EUR,2022-05-22
3270,Fund_34,Fixed Income,JPY,2023-10-24
3271,Fund_2,Equity,INR,2023-07-14
3272,Fund_24,Fixed Income,INR,2022-02-20
3273,Fund_14,Alternatives,GBP,2022-07-27
3274,Fund_41,Commodities,EUR,2023-06-07
3275,Fund_42,Fixed Income,GBP,2023-12-10
3276,Fund_13,Real Estate,USD,2024-03-18
3277,Fund_29,Equity,EUR,2022-03-22
3278,Fund_1,Equity,USD,2023-02-13
3279,Fund_46,Fixed Income,INR,2024-08-31
3280,Fund_34,Alternatives,GBP,2024-06-09
3281,Fund_4,Equity,GBP,2023-11-13
3282,Fund_28,Fixed Income,JPY,2022-03-27
3283,Fund_19,Fixed Income,EUR,2022-04-14
3284,Fund_1,Equity,INR,2023-04-05
3285,Fund_36,Fixed Income,JPY,2024-01-10
3286,Fund_43,Fixed Income,JPY,2023-04-06
3287,Fund_13,Real Estate,GBP,2023-03-16
3288,Fund_50,Fixed Income,EUR,2023-07-23
3289,Fund_42,Fixed Income,GBP,2024-05-18
3290,Fund_5,Alternatives,EUR,2023-07-04
3291,Fund_33,Equity,JPY,2022-08-17
3292,Fund_14,Alternatives,USD,2022-06-20
3293,Fund_16,Commodities,INR,2022-02-04
3294,Fund_32,Alternatives,JPY,2022-12-07
3295,Fund_50,Commodities,GBP,2023-07-24
3296,Fund_27,Commodities,INR,2023-06-21
3297,Fund_35,Alternatives,JPY,2023-06-28
3298,Fund_3,Real Estate,EUR,2022-12-22
3299,Fund_4,Alternatives,GBP,2024-01-15
3300,Fund_7,Equity,JPY,2024-10-16
3301,Fund_13,Alternatives,EUR,2023-06-17
3302,Fund_41,Real Estate,EUR,2023-01-08
3303,Fund_3,Alternatives,EUR,2024-10-12
3304,Fund_17,Real Estate,INR,2022-01-14
3305,Fund_47,Equity,GBP,2022-08-03
3306,Fund_10,Fixed Income,EUR,2023-06-20
3307,Fund_47,Real Estate,JPY,2024-11-09
3308,Fund_1,Real Estate,EUR,2024-07-16
3309,Fund_28,Real Estate,GBP,2023-03-12
3310,Fund_10,Equity,INR,2024-09-17
3311,Fund_7,Commodities,EUR,2024-12-11
3312,Fund_39,Real Estate,JPY,2022-12-23
3313,Fund_3,Equity,GBP,2023-12-20
3314,Fund_7,Fixed Income,EUR,2024-05-21
3315,Fund_9,Real Estate,INR,2023-08-30
3316,Fund_40,Commodities,USD,2024-02-17
3317,Fund_35,Equity,JPY,2022-11-22
3318,Fund_26,Fixed Income,EUR,2023-06-11
3319,Fund_5,Commodities,EUR,2023-11-18
3320,Fund_13,Fixed Income,USD,2022-08-07
3321,Fund_45,Commodities,GBP,2023-06-06
3322,Fund_30,Alternatives,USD,2023-02-09
3323,Fund_40,Alternatives,GBP,2024-11-08
3324,Fund_50,Alternatives,EUR,2023-08-03
3325,Fund_39,Fixed Income,USD,2024-02-29
3326,Fund_10,Alternatives,EUR,2022-10-21
3327,Fund_42,Equity,USD,2022-01-15
3328,Fund_23,Equity,EUR,2022-11-22
3329,Fund_11,Alternatives,EUR,2024-08-28
3330,Fund_12,Commodities,EUR,2022-06-07
3331,Fund_13,Commodities,INR,2024-06-18
3332,Fund_40,Fixed Income,USD,2024-03-16
3333,Fund_49,Commodities,INR,2022-05-27
3334,Fund_46,Real Estate,EUR,2023-05-29
3335,Fund_49,Commodities,JPY,2024-12-27
3336,Fund_16,Equity,GBP,2023-05-19
3337,Fund_9,Commodities,USD,2024-12-28
3338,Fund_10,Fixed Income,USD,2023-02-17
3339,Fund_29,Commodities,GBP,2024-12-23
3340,Fund_9,Fixed Income,INR,2023-08-15
3341,Fund_33,Real Estate,GBP,2024-02-05
3342,Fund_24,Alternatives,JPY,2022-08-25
3343,Fund_35,Real Estate,EUR,2023-01-31
3344,Fund_11,Equity,GBP,2022-05-12
3345,Fund_39,Real Estate,GBP,2022-08-14
3346,Fund_50,Real Estate,EUR,2022-04-28
3347,Fund_13,Equity,USD,2023-09-30
3348,Fund_23,Equity,JPY,2022-12-05
3349,Fund_25,Alternatives,GBP,2023-02-23
3350,Fund_50,Alternatives,GBP,2023-04-07
3351,Fund_16,Commodities,USD,2023-11-07
3352,Fund_48,Fixed Income,JPY,2023-12-19
3353,Fund_21,Equity,EUR,2022-04-24
3354,Fund_10,Real Estate,EUR,2023-07-17
3355,Fund_41,Real Estate,INR,2022-11-02
3356,Fund_40,Alternatives,JPY,2023-09-15
3357,Fund_19,Fixed Income,JPY,2022-02-24
3358,Fund_35,Equity,GBP,2023-06-08
3359,Fund_28,Alternatives,INR,2023-03-10
3360,Fund_41,Fixed Income,EUR,2022-07-09
3361,Fund_2,Equity,JPY,2023-01-24
3362,Fund_30,Real Estate,JPY,2023-10-29
3363,Fund_40,Real Estate,USD,2022-12-12
3364,Fund_50,Alternatives,EUR,2022-09-22
3365,Fund_40,Fixed Income,USD,2024-05-21
3366,Fund_5,Real Estate,INR,2022-05-21
3367,Fund_38,Fixed Income,JPY,2024-01-19
3368,Fund_42,Alternatives,INR,2023-07-10
3369,Fund_15,Commodities,USD,2022-08-27
3370,Fund_36,Fixed Income,EUR,2024-04-15
3371,Fund_3,Fixed Income,JPY,2024-08-27
3372,Fund_24,Alternatives,EUR,2023-07-19
3373,Fund_41,Commodities,INR,2023-09-13
3374,Fund_48,Real Estate,GBP,2022-09-14
3375,Fund_48,Equity,EUR,2024-10-31
3376,Fund_47,Alternatives,EUR,2022-06-27
3377,Fund_41,Equity,EUR,2024-09-09
3378,Fund_49,Commodities,JPY,2023-02-01
3379,Fund_12,Commodities,INR,2023-06-21
3380,Fund_8,Fixed Income,INR,2023-09-30
3381,Fund_14,Equity,JPY,2022-09-23
3382,Fund_18,Equity,EUR,2024-09-11
3383,Fund_44,Commodities,EUR,2023-02-08
3384,Fund_46,Equity,GBP,2022-05-19
3385,Fund_20,Real Estate,EUR,2022-03-10
3386,Fund_23,Commodities,USD,2024-03-15
3387,Fund_5,Fixed Income,EUR,2022-06-26
3388,Fund_1,Fixed Income,GBP,2023-06-29
3389,Fund_45,Fixed Income,USD,2022-10-28
3390,Fund_46,Equity,GBP,2024-10-11
3391,Fund_2,Commodities,GBP,2023-10-08
3392,Fund_16,Fixed Income,INR,2023-02-03
3393,Fund_5,Commodities,JPY,2024-01-27
3394,Fund_22,Equity,GBP,2023-07-27
3395,Fund_1,Real Estate,EUR,2022-02-25
3396,Fund_12,Real Estate,INR,2023-01-17
3397,Fund_19,Real Estate,USD,2023-04-16
3398,Fund_22,Equity,JPY,2023-09-27
3399,Fund_42,Fixed Income,INR,2024-01-13
3400,Fund_44,Equity,GBP,2022-02-04
3401,Fund_48,Commodities,INR,2024-09-02
3402,Fund_17,Real Estate,EUR,2022-01-21
3403,Fund_13,Commodities,EUR,2022-09-22
3404,Fund_39,Equity,EUR,2023-04-02
3405,Fund_28,Alternatives,JPY,2024-08-07
3406,Fund_3,Alternatives,INR,2023-01-18
3407,Fund_5,Equity,INR,2023-06-19
3408,Fund_36,Fixed Income,GBP,2024-11-28
3409,Fund_15,Commodities,USD,2024-09-10
3410,Fund_17,Equity,EUR,2024-11-11
3411,Fund_44,Equity,USD,2022-02-16
3412,Fund_46,Alternatives,USD,2024-01-16
3413,Fund_29,Real Estate,EUR,2023-06-23
3414,Fund_4,Real Estate,EUR,2024-12-07
3415,Fund_32,Fixed Income,GBP,2023-11-10
3416,Fund_49,Fixed Income,JPY,2024-09-10
3417,Fund_43,Fixed Income,EUR,2022-02-14
3418,Fund_38,Alternatives,USD,2022-10-02
3419,Fund_4,Equity,GBP,2024-09-11
3420,Fund_13,Fixed Income,INR,2022-08-20
3421,Fund_20,Alternatives,GBP,2022-03-27
3422,Fund_47,Commodities,EUR,2022-06-26
3423,Fund_18,Equity,EUR,2023-09-30
3424,Fund_49,Commodities,JPY,2024-12-19
3425,Fund_42,Real Estate,GBP,2023-08-11
3426,Fund_37,Real Estate,EUR,2023-08-26
3427,Fund_12,Equity,USD,2023-09-30
3428,Fund_25,Fixed Income,USD,2022-04-24
3429,Fund_30,Equity,GBP,2024-09-25
3430,Fund_15,Fixed Income,JPY,2023-09-04
3431,Fund_36,Real Estate,GBP,2022-05-31
3432,Fund_8,Equity,JPY,2023-08-07
3433,Fund_28,Equity,USD,2024-09-14
3434,Fund_22,Fixed Income,EUR,2023-01-05
3435,Fund_49,Real Estate,INR,2024-09-01
3436,Fund_38,Real Estate,EUR,2022-03-13
3437,Fund_16,Fixed Income,USD,2024-05-09
3438,Fund_5,Fixed Income,USD,2022-12-19
3439,Fund_46,Fixed Income,EUR,2024-10-31
3440,Fund_34,Real Estate,EUR,2024-03-20
3441,Fund_49,Real Estate,USD,2024-01-11
3442,Fund_38,Equity,EUR,2023-09-30
3443,Fund_11,Real Estate,INR,2022-06-02
3444,Fund_2,Commodities,INR,2023-01-21
3445,Fund_25,Commodities,GBP,2023-11-22
3446,Fund_25,Fixed Income,INR,2022-05-19
3447,Fund_1,Fixed Income,USD,2022-07-25
3448,Fund_31,Fixed Income,USD,2022-04-06
3449,Fund_5,Equity,GBP,2023-12-27
3450,Fund_40,Commodities,JPY,2022-11-14
3451,Fund_4,Commodities,GBP,2023-05-27
3452,Fund_5,Real Estate,JPY,2022-01-19
3453,Fund_5,Commodities,JPY,2023-02-11
3454,Fund_16,Real Estate,EUR,2024-08-26
3455,Fund_18,Equity,INR,2024-05-12
3456,Fund_43,Fixed Income,JPY,2022-04-11
3457,Fund_17,Fixed Income,EUR,2023-08-16
3458,Fund_35,Real Estate,GBP,2023-11-26
3459,Fund_18,Alternatives,GBP,2022-01-18
3460,Fund_4,Real Estate,JPY,2022-05-09
3461,Fund_31,Equity,EUR,2024-09-18
3462,Fund_31,Commodities,USD,2023-01-01
3463,Fund_9,Real Estate,INR,2023-04-07
3464,Fund_31,Equity,JPY,2024-07-23
3465,Fund_5,Fixed Income,USD,2022-11-28
3466,Fund_36,Alternatives,INR,2023-11-16
3467,Fund_16,Alternatives,USD,2024-06-29
3468,Fund_42,Real Estate,EUR,2022-01-20
3469,Fund_41,Commodities,JPY,2023-06-30
3470,Fund_16,Real Estate,USD,2023-07-26
3471,Fund_20,Alternatives,USD,2023-04-07
3472,Fund_30,Alternatives,USD,2024-06-27
3473,Fund_26,Fixed Income,JPY,2023-08-28
3474,Fund_49,Commodities,EUR,2022-11-19
3475,Fund_31,Commodities,EUR,2022-03-30
3476,Fund_50,Alternatives,USD,2022-06-22
3477,Fund_15,Alternatives,EUR,2022-02-09
3478,Fund_41,Real Estate,INR,2024-07-22
3479,Fund_38,Real Estate,EUR,2022-07-22
3480,Fund_38,Fixed Income,USD,2022-08-31
3481,Fund_43,Alternatives,INR,2022-03-29
3482,Fund_20,Real Estate,JPY,2023-11-05
3483,Fund_35,Fixed Income,GBP,2023-06-16
3484,Fund_23,Commodities,EUR,2023-10-22
3485,Fund_44,Alternatives,INR,2023-12-14
3486,Fund_47,Equity,GBP,2022-09-04
3487,Fund_39,Alternatives,JPY,2023-09-17
3488,Fund_25,Real Estate,GBP,2024-01-01
3489,Fund_50,Alternatives,JPY,2024-09-11
3490,Fund_22,Equity,USD,2023-05-11
3491,Fund_47,Alternatives,USD,2023-02-19
3492,Fund_8,Real Estate,JPY,2024-08-27
3493,Fund_9,Commodities,GBP,2023-09-07
3494,Fund_15,Real Estate,EUR,2022-03-20
3495,Fund_48,Fixed Income,GBP,2023-06-12
3496,Fund_20,Real Estate,GBP,2024-12-18
3497,Fund_35,Fixed Income,EUR,2023-12-07
3498,Fund_37,Alternatives,GBP,2023-09-29
3499,Fund_3,Fixed Income,GBP,2024-06-17
3500,Fund_34,Alternatives,INR,2024-06-29
3501,Fund_34,Fixed Income,JPY,2023-06-28
3502,Fund_36,Real Estate,USD,2024-10-12
3503,Fund_35,Equity,JPY,2023-11-21
3504,Fund_9,Alternatives,GBP,2022-08-07
3505,Fund_30,Fixed Income,EUR,2024-09-21
3506,Fund_26,Equity,EUR,2022-04-13
3507,Fund_12,Fixed Income,USD,2024-06-02
3508,Fund_24,Fixed Income,USD,2023-09-22
3509,Fund_41,Fixed Income,USD,2024-01-25
3510,Fund_19,Real Estate,EUR,2022-01-07
3511,Fund_44,Fixed Income,GBP,2023-01-23
3512,Fund_16,Equity,USD,2024-04-07
3513,Fund_26,Fixed Income,USD,2022-02-11
3514,Fund_23,Commodities,EUR,2022-04-06
3515,Fund_33,Alternatives,GBP,2022-09-03
3516,Fund_42,Real Estate,USD,2022-04-24
3517,Fund_30,Commodities,GBP,2023-06-28
3518,Fund_23,Commodities,INR,2022-11-26
3519,Fund_10,Equity,USD,2022-09-29
3520,Fund_36,Equity,USD,2022-09-18
3521,Fund_31,Real Estate,EUR,2023-12-18
3522,Fund_43,Real Estate,INR,2022-09-21
3523,Fund_22,Alternatives,INR,2024-03-11
3524,Fund_43,Fixed Income,INR,2022-11-14
3525,Fund_43,Real Estate,JPY,2022-06-09
3526,Fund_38,Real Estate,EUR,2023-04-22
3527,Fund_47,Fixed Income,EUR,2023-10-03
3528,Fund_2,Alternatives,USD,2024-05-08
3529,Fund_23,Equity,EUR,2022-05-28
3530,Fund_35,Alternatives,USD,2024-09-01
3531,Fund_37,Fixed Income,USD,2022-02-21
3532,Fund_32,Equity,JPY,2022-09-15
3533,Fund_43,Equity,EUR,2024-10-16
3534,Fund_12,Equity,EUR,2022-09-05
3535,Fund_35,Alternatives,JPY,2022-10-15
3536,Fund_41,Fixed Income,JPY,2024-08-04
3537,Fund_3,Alternatives,EUR,2022-08-02
3538,Fund_34,Alternatives,EUR,2023-06-28
3539,Fund_38,Commodities,USD,2022-08-20
3540,Fund_24,Real Estate,GBP,2023-10-05
3541,Fund_38,Alternatives,USD,2022-01-13
3542,Fund_17,Commodities,INR,2024-04-17
3543,Fund_40,Fixed Income,INR,2023-06-17
3544,Fund_1,Commodities,GBP,2024-04-18
3545,Fund_8,Alternatives,JPY,2023-09-11
3546,Fund_15,Fixed Income,INR,2023-02-10
3547,Fund_50,Commodities,JPY,2022-10-15
3548,Fund_45,Alternatives,JPY,2023-03-02
3549,Fund_25,Fixed Income,USD,2023-03-12
3550,Fund_8,Fixed Income,JPY,2024-09-16
3551,Fund_32,Real Estate,GBP,2022-03-22
3552,Fund_50,Alternatives,USD,2022-12-24
3553,Fund_13,Real Estate,GBP,2023-12-03
3554,Fund_46,Fixed Income,JPY,2022-09-12
3555,Fund_15,Fixed Income,INR,2024-06-17
3556,Fund_6,Commodities,JPY,2022-06-15
3557,Fund_33,Real Estate,GBP,2023-04-10
3558,Fund_7,Equity,EUR,2022-09-13
3559,Fund_33,Alternatives,EUR,2023-02-27
3560,Fund_47,Real Estate,INR,2022-07-17
3561,Fund_29,Fixed Income,GBP,2023-07-11
3562,Fund_38,Commodities,INR,2024-06-01
3563,Fund_37,Alternatives,USD,2023-06-09
3564,Fund_44,Alternatives,JPY,2024-12-11
3565,Fund_32,Commodities,USD,2023-07-09
3566,Fund_3,Fixed Income,EUR,2022-01-07
3567,Fund_20,Equity,JPY,2022-02-13
3568,Fund_14,Commodities,USD,2024-01-05
3569,Fund_28,Equity,EUR,2023-08-12
3570,Fund_38,Real Estate,USD,2024-03-22
3571,Fund_4,Alternatives,JPY,2023-05-06
3572,Fund_15,Fixed Income,USD,2022-11-14
3573,Fund_17,Equity,JPY,2022-08-06
3574,Fund_37,Fixed Income,USD,2023-05-16
3575,Fund_24,Real Estate,INR,2022-11-29
3576,Fund_38,Equity,USD,2023-07-07
3577,Fund_42,Fixed Income,USD,2024-11-12
3578,Fund_41,Fixed Income,INR,2022-08-04
3579,Fund_36,Real Estate,EUR,2024-12-02
3580,Fund_41,Commodities,JPY,2024-01-13
3581,Fund_8,Real Estate,GBP,2024-07-24
3582,Fund_3,Equity,EUR,2023-02-18
3583,Fund_30,Equity,JPY,2023-09-14
3584,Fund_22,Alternatives,USD,2023-09-09
3585,Fund_33,Fixed Income,EUR,2022-11-12
3586,Fund_25,Equity,USD,2024-02-06
3587,Fund_30,Commodities,EUR,2023-05-14
3588,Fund_37,Commodities,EUR,2022-12-15
3589,Fund_3,Real Estate,GBP,2022-03-16
3590,Fund_4,Equity,INR,2022-08-21
3591,Fund_29,Equity,EUR,2024-07-01
3592,Fund_32,Alternatives,USD,2023-12-25
3593,Fund_23,Alternatives,GBP,2023-07-24
3594,Fund_19,Alternatives,EUR,2022-02-07
3595,Fund_15,Equity,INR,2022-09-19
3596,Fund_16,Real Estate,USD,2022-07-31
3597,Fund_23,Real Estate,GBP,2024-09-17
3598,Fund_40,Real Estate,JPY,2024-02-24
3599,Fund_46,Real Estate,INR,2022-07-25
3600,Fund_37,Commodities,JPY,2022-01-05
3601,Fund_1,Equity,JPY,2022-05-28
3602,Fund_19,Fixed Income,GBP,2024-09-01
3603,Fund_37,Equity,GBP,2023-01-22
3604,Fund_35,Real Estate,GBP,2023-03-04
3605,Fund_30,Commodities,JPY,2023-01-04
3606,Fund_17,Commodities,USD,2024-09-27
3607,Fund_39,Equity,GBP,2023-10-10
3608,Fund_49,Fixed Income,INR,2024-11-11
3609,Fund_26,Real Estate,GBP,2023-07-04
3610,Fund_13,Commodities,GBP,2023-06-23
3611,Fund_22,Real Estate,GBP,2023-04-22
3612,Fund_46,Real Estate,JPY,2024-12-24
3613,Fund_23,Real Estate,USD,2022-06-23
3614,Fund_44,Alternatives,GBP,2022-03-14
3615,Fund_43,Real Estate,JPY,2024-12-03
3616,Fund_33,Real Estate,INR,2024-01-15
3617,Fund_27,Fixed Income,USD,2024-10-23
3618,Fund_35,Fixed Income,JPY,2023-03-19
3619,Fund_12,Alternatives,EUR,2022-03-20
3620,Fund_9,Alternatives,INR,2022-05-19
3621,Fund_34,Real Estate,INR,2024-03-25
3622,Fund_14,Commodities,EUR,2024-10-27
3623,Fund_37,Commodities,JPY,2024-06-01
3624,Fund_3,Equity,JPY,2023-12-26
3625,Fund_44,Commodities,INR,2023-05-28
3626,Fund_44,Commodities,JPY,2023-11-27
3627,Fund_21,Fixed Income,EUR,2023-12-28
3628,Fund_7,Equity,JPY,2022-03-18
3629,Fund_33,Equity,INR,2024-12-02
3630,Fund_35,Fixed Income,JPY,2023-06-14
3631,Fund_11,Commodities,USD,2024-10-09
3632,Fund_45,Commodities,EUR,2022-07-09
3633,Fund_32,Equity,EUR,2024-05-24
3634,Fund_22,Commodities,GBP,2022-09-19
3635,Fund_42,Equity,JPY,2022-05-24
3636,Fund_19,Commodities,EUR,2023-10-03
3637,Fund_36,Real Estate,JPY,2022-10-05
3638,Fund_37,Fixed Income,USD,2024-03-24
3639,Fund_11,Alternatives,INR,2022-11-03
3640,Fund_41,Real Estate,INR,2023-08-30
3641,Fund_13,Commodities,GBP,2023-07-04
3642,Fund_28,Alternatives,GBP,2022-10-27
3643,Fund_49,Real Estate,EUR,2022-12-13
3644,Fund_15,Fixed Income,EUR,2023-03-02
3645,Fund_13,Alternatives,EUR,2022-02-11
3646,Fund_43,Alternatives,USD,2022-11-12
3647,Fund_33,Fixed Income,GBP,2023-09-30
3648,Fund_8,Real Estate,GBP,2022-03-18
3649,Fund_32,Alternatives,INR,2022-04-06
3650,Fund_37,Fixed Income,GBP,2024-03-29
3651,Fund_48,Real Estate,GBP,2024-01-07
3652,Fund_4,Commodities,USD,2024-01-20
3653,Fund_18,Equity,EUR,2022-07-24
3654,Fund_23,Commodities,USD,2024-07-24
3655,Fund_29,Commodities,JPY,2023-10-17
3656,Fund_2,Equity,INR,2022-11-11
3657,Fund_13,Commodities,INR,2024-01-14
3658,Fund_16,Commodities,INR,2022-10-22
3659,Fund_8,Fixed Income,EUR,2024-04-10
3660,Fund_19,Fixed Income,EUR,2023-10-04
3661,Fund_32,Real Estate,EUR,2022-10-12
3662,Fund_3,Alternatives,INR,2023-05-27
3663,Fund_49,Real Estate,INR,2024-10-04
3664,Fund_32,Fixed Income,INR,2022-01-29
3665,Fund_41,Fixed Income,JPY,2024-10-27
3666,Fund_21,Equity,JPY,2023-06-26
3667,Fund_25,Equity,INR,2022-08-03
3668,Fund_17,Fixed Income,EUR,2023-09-19
3669,Fund_25,Commodities,EUR,2022-08-03
3670,Fund_33,Real Estate,JPY,2022-08-09
3671,Fund_31,Fixed Income,JPY,2024-10-20
3672,Fund_36,Fixed Income,INR,2022-09-18
3673,Fund_23,Equity,INR,2024-10-20
3674,Fund_47,Real Estate,EUR,2023-07-20
3675,Fund_44,Real Estate,GBP,2024-03-11
3676,Fund_25,Alternatives,EUR,2023-10-08
3677,Fund_49,Fixed Income,EUR,2024-11-13
3678,Fund_44,Alternatives,INR,2024-09-15
3679,Fund_48,Equity,GBP,2024-09-18
3680,Fund_30,Alternatives,GBP,2023-09-21
3681,Fund_13,Commodities,INR,2023-04-23
